"Image_FileName_brightfield","Image_PathName_brightfield","Metadata_fld","Metadata_channel","Metadata_parent","Metadata_original","Metadata_zst","Metadata_timepoint","Metadata_well"
"r07c08f01p01-ch4sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012094903__2019-08-28T18_17_15-Measurement_2/Images","f01","ch4","000012094903__2019-08-28T18_17_15-Measurement_2","r07c08f01p01-ch4sk1fk1fl1","01","sk1","G08"
"r07c08f01p01-ch4sk2fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012094903__2019-08-28T18_17_15-Measurement_2/Images","f01","ch4","000012094903__2019-08-28T18_17_15-Measurement_2","r07c08f01p01-ch4sk2fk1fl1","01","sk2","G08"
"r07c08f01p02-ch4sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012094903__2019-08-28T18_17_15-Measurement_2/Images","f01","ch4","000012094903__2019-08-28T18_17_15-Measurement_2","r07c08f01p02-ch4sk1fk1fl1","02","sk1","G08"
"r07c08f01p02-ch4sk2fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012094903__2019-08-28T18_17_15-Measurement_2/Images","f01","ch4","000012094903__2019-08-28T18_17_15-Measurement_2","r07c08f01p02-ch4sk2fk1fl1","02","sk2","G08"
"r07c08f01p03-ch4sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012094903__2019-08-28T18_17_15-Measurement_2/Images","f01","ch4","000012094903__2019-08-28T18_17_15-Measurement_2","r07c08f01p03-ch4sk1fk1fl1","03","sk1","G08"
"r07c08f01p03-ch4sk2fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012094903__2019-08-28T18_17_15-Measurement_2/Images","f01","ch4","000012094903__2019-08-28T18_17_15-Measurement_2","r07c08f01p03-ch4sk2fk1fl1","03","sk2","G08"
"r07c08f01p04-ch4sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012094903__2019-08-28T18_17_15-Measurement_2/Images","f01","ch4","000012094903__2019-08-28T18_17_15-Measurement_2","r07c08f01p04-ch4sk1fk1fl1","04","sk1","G08"
"r07c08f01p04-ch4sk2fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012094903__2019-08-28T18_17_15-Measurement_2/Images","f01","ch4","000012094903__2019-08-28T18_17_15-Measurement_2","r07c08f01p04-ch4sk2fk1fl1","04","sk2","G08"
"r07c08f01p05-ch4sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012094903__2019-08-28T18_17_15-Measurement_2/Images","f01","ch4","000012094903__2019-08-28T18_17_15-Measurement_2","r07c08f01p05-ch4sk1fk1fl1","05","sk1","G08"
"r07c08f01p05-ch4sk2fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012094903__2019-08-28T18_17_15-Measurement_2/Images","f01","ch4","000012094903__2019-08-28T18_17_15-Measurement_2","r07c08f01p05-ch4sk2fk1fl1","05","sk2","G08"
