"Image_FileName_brightfield","Image_PathName_brightfield","Metadata_fld","Metadata_channel","Metadata_parent","Metadata_original","Metadata_zst","Metadata_timepoint","Metadata_well"
"r14c21f01p01-ch4sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012095203__2019-12-10T17_54_05-Measurement_2/Images","f01","ch4","000012095203__2019-12-10T17_54_05-Measurement_2","r14c21f01p01-ch4sk1fk1fl1","01","sk1","N21"
"r14c21f01p01-ch4sk2fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012095203__2019-12-10T17_54_05-Measurement_2/Images","f01","ch4","000012095203__2019-12-10T17_54_05-Measurement_2","r14c21f01p01-ch4sk2fk1fl1","01","sk2","N21"
"r14c21f01p02-ch4sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012095203__2019-12-10T17_54_05-Measurement_2/Images","f01","ch4","000012095203__2019-12-10T17_54_05-Measurement_2","r14c21f01p02-ch4sk1fk1fl1","02","sk1","N21"
"r14c21f01p02-ch4sk2fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012095203__2019-12-10T17_54_05-Measurement_2/Images","f01","ch4","000012095203__2019-12-10T17_54_05-Measurement_2","r14c21f01p02-ch4sk2fk1fl1","02","sk2","N21"
"r14c21f01p03-ch4sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012095203__2019-12-10T17_54_05-Measurement_2/Images","f01","ch4","000012095203__2019-12-10T17_54_05-Measurement_2","r14c21f01p03-ch4sk1fk1fl1","03","sk1","N21"
"r14c21f01p03-ch4sk2fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012095203__2019-12-10T17_54_05-Measurement_2/Images","f01","ch4","000012095203__2019-12-10T17_54_05-Measurement_2","r14c21f01p03-ch4sk2fk1fl1","03","sk2","N21"
"r14c21f01p04-ch4sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012095203__2019-12-10T17_54_05-Measurement_2/Images","f01","ch4","000012095203__2019-12-10T17_54_05-Measurement_2","r14c21f01p04-ch4sk1fk1fl1","04","sk1","N21"
"r14c21f01p04-ch4sk2fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012095203__2019-12-10T17_54_05-Measurement_2/Images","f01","ch4","000012095203__2019-12-10T17_54_05-Measurement_2","r14c21f01p04-ch4sk2fk1fl1","04","sk2","N21"
"r14c21f01p05-ch4sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012095203__2019-12-10T17_54_05-Measurement_2/Images","f01","ch4","000012095203__2019-12-10T17_54_05-Measurement_2","r14c21f01p05-ch4sk1fk1fl1","05","sk1","N21"
"r14c21f01p05-ch4sk2fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012095203__2019-12-10T17_54_05-Measurement_2/Images","f01","ch4","000012095203__2019-12-10T17_54_05-Measurement_2","r14c21f01p05-ch4sk2fk1fl1","05","sk2","N21"
"r14c21f01p06-ch4sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012095203__2019-12-10T17_54_05-Measurement_2/Images","f01","ch4","000012095203__2019-12-10T17_54_05-Measurement_2","r14c21f01p06-ch4sk1fk1fl1","06","sk1","N21"
"r14c21f01p06-ch4sk2fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012095203__2019-12-10T17_54_05-Measurement_2/Images","f01","ch4","000012095203__2019-12-10T17_54_05-Measurement_2","r14c21f01p06-ch4sk2fk1fl1","06","sk2","N21"
"r14c21f02p01-ch4sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012095203__2019-12-10T17_54_05-Measurement_2/Images","f02","ch4","000012095203__2019-12-10T17_54_05-Measurement_2","r14c21f02p01-ch4sk1fk1fl1","01","sk1","N21"
"r14c21f02p01-ch4sk2fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012095203__2019-12-10T17_54_05-Measurement_2/Images","f02","ch4","000012095203__2019-12-10T17_54_05-Measurement_2","r14c21f02p01-ch4sk2fk1fl1","01","sk2","N21"
"r14c21f02p02-ch4sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012095203__2019-12-10T17_54_05-Measurement_2/Images","f02","ch4","000012095203__2019-12-10T17_54_05-Measurement_2","r14c21f02p02-ch4sk1fk1fl1","02","sk1","N21"
